date,stock_id,stock_name,close,avg_amount_20d,big_amount,today_amount,is_disposal
2025-08-19,2316,楠梓電,102.0,1609924455,6500000,2794120533,-
2025-08-19,3305,昇貿,97.0,1184836757,4500000,2509002902,-
2025-08-19,3081,聯亞,497.0,1134722334,4500000,4435951110,-
2025-08-19,5498,凱崴,27.8,717919203,3000000,986243019,-
2025-08-19,5536,聖暉*,754.0,578925846,2500000,1058179007,-
2025-08-20,6919,康霈*,175.0,2047094270,8000000,5851784442,-
2025-08-20,3305,昇貿,106.5,1291808767,5000000,5390438182,-
2025-08-21,2316,楠梓電,113.0,1871973182,7500000,5435210561,-
2025-08-22,3167,大量,226.5,4977097154,20000000,6158766761,-
2025-08-22,4931,新盛力,169.0,4753571066,19000000,3926612181,-
2025-08-22,3211,順達,347.0,2446927544,10000000,1818733434,-
2025-08-22,1504,東元,63.8,1425248780,5500000,3674410410,-
2025-08-22,2498,宏達電,60.0,1259402833,5000000,5093654142,-
2025-08-22,2328,,53.2,1194316475,5000000,2957723988,-
2025-08-22,5498,凱崴,28.2,865838605,3500000,980414862,-
2025-08-22,1326,台化,30.9,739324154,3000000,1669562175,-
2025-08-22,3059,華晶科,51.0,679930122,2500000,2834696377,-
2025-08-25,3708,上緯投控,148.5,527273964,2000000,3272817055,-
2025-08-26,5371,中光電,113.0,3911985108,16000000,6277930691,-
2025-08-26,6442,光聖,852.0,2941898947,12000000,3926248939,-
2025-08-26,8033,雷虎,146.5,2212899567,9000000,3200633135,-
2025-08-26,1504,東元,74.2,2165128825,8500000,9599425506,-
2025-08-26,3305,昇貿,102.5,1789517494,7000000,3361000185,-
2025-08-26,3450,聯鈞,207.0,1736450862,7000000,2407503076,-
2025-08-26,8234,新漢,111.5,1711217859,7000000,522949656,-
2025-08-26,2328,,59.4,1660589041,6500000,3434661907,-
2025-08-26,3376,新日興,239.0,1363529512,5500000,2753979597,-
2025-08-26,4749,新應材,734.0,1177190523,4500000,4961900588,-
2025-08-26,3059,華晶科,52.2,914118008,3500000,2538119021,-
2025-08-26,3032,偉訓,108.0,708335470,3000000,549455543,-
2025-08-26,2359,所羅門,151.5,632332241,2500000,1019797930,-
2025-08-26,6438,迅得,189.0,584815457,2500000,1080317083,-
2025-08-26,2233,宇隆,264.5,565529548,2500000,1462378417,-
2025-08-26,3535,晶彩科,74.3,535157829,2000000,3460711184,-
2025-08-27,8033,雷虎,161.0,2060007587,8000000,2009470273,-
2025-08-27,2359,所羅門,166.5,671399331,2500000,8682763131,-
2025-08-27,3563,牧德,535.0,585362586,2500000,1993840472,-
2025-08-28,6274,台燿,332.0,6639287483,27000000,8195886517,-
2025-08-28,3163,波若威,237.0,3248311171,13000000,6776637925,-
2025-08-28,8046,南電,205.5,2702675428,11000000,5849906881,-
2025-08-28,2316,楠梓電,106.0,2478324855,10000000,3154488978,-
2025-08-28,2498,宏達電,64.7,2418425699,9500000,6465118011,-
2025-08-28,6191,精成科,119.5,2363337308,9500000,4256457649,-
2025-08-28,3305,昇貿,121.5,2205449189,9000000,1202184559,-
2025-08-28,8033,雷虎,177.0,1925696017,7500000,7156145239,-
2025-08-28,2634,漢翔,54.6,1224180153,5000000,3897103159,-
2025-08-28,5536,聖暉*,826.0,1054435883,4000000,1854492683,-
2025-08-28,5498,凱崴,25.7,945410902,4000000,443920983,-
2025-08-28,5234,達興材料,375.0,800138478,3000000,1049440722,-
2025-08-28,2395,研華,354.0,742681719,3000000,2511916749,-
2025-08-28,3491,昇達科,394.0,571688699,2500000,2714323192,-
2025-08-29,8046,南電,226.0,2848024753,11000000,13292425127,-
2025-08-29,6191,精成科,131.0,2477113452,10000000,5688759245,-
2025-08-29,4772,台特化,289.0,1474554065,6000000,4497284568,-
2025-08-29,2634,漢翔,60.0,1358891954,5500000,6616390538,-
2025-09-01,2449,京元電子,156.0,5131202005,21000000,3163199080,-
2025-09-01,6191,精成科,144.0,2611330423,10000000,12455683233,-
2025-09-01,3708,上緯投控,144.0,1064340125,4500000,932177372,-
2025-09-01,4977,眾達-KY,120.0,922274103,3500000,1304964956,-
2025-09-01,4971,IET-KY,188.5,811043168,3000000,831581294,-
2025-09-01,6667,信紘科,301.0,637638685,2500000,1911897643,-
2025-09-01,5469,瀚宇博,89.8,577909882,2500000,2057247852,-
2025-09-02,5536,聖暉*,981.0,1402267968,5500000,5704977273,-
2025-09-02,3294,英濟,55.3,1318082550,5500000,2273792374,-
2025-09-03,8358,金居,215.5,5854548779,23000000,19031061624,-
2025-09-03,6919,康霈*,231.5,4787968421,19000000,7907968782,-
2025-09-04,5371,中光電,131.0,5259169640,21000000,9082772338,-
2025-09-04,6919,康霈*,254.5,5154925248,21000000,13801695682,-
2025-09-04,2634,漢翔,67.1,2733840145,11000000,9894567323,-
2025-09-04,8028,昇陽半導體,175.0,2198094738,9000000,5066519000,-
2025-09-04,5314,世紀*,88.8,1408444245,5500000,2563179138,-
2025-09-04,2630,亞航,72.7,1003046339,4000000,536372097,-
2025-09-04,3491,昇達科,438.0,864390990,3500000,4049931363,-
2025-09-04,4968,立積,160.5,682240351,2500000,1156163610,-
2025-09-04,4541,晟田,63.2,640074258,2500000,1367989743,-
2025-09-05,5314,世紀*,97.6,1449177984,6000000,3189368230,-
2025-09-05,6753,龍德造船,174.0,764735790,3000000,3142517844,-
2025-09-05,1605,華新,23.9,515205048,2000000,1035190583,-
2025-09-08,8358,金居,227.5,8185654116,33000000,14658839527,-
2025-09-08,3211,順達,402.5,3223059988,13000000,5204715470,-
2025-09-08,2408,南亞科,53.0,2457654634,10000000,8401615241,-
2025-09-08,5309,系統電,61.1,1784693289,7000000,2699794482,-
2025-09-08,5314,世紀*,107.0,1548488468,6000000,6273772403,-
2025-09-08,3059,華晶科,59.1,1391244694,5500000,3249806109,-
2025-09-08,2344,華邦電,22.55,1178735585,4500000,4992131427,-
2025-09-08,5234,達興材料,426.5,1150280318,4500000,1415943069,-
2025-09-08,8299,群聯,528.0,1055031538,4000000,3172952366,-
2025-09-08,6789,采鈺,298.0,810957859,3000000,2945710738,-
2025-09-08,3535,晶彩科,73.5,737347819,3000000,648099815,-
2025-09-09,3711,日月光投控,171.5,1897009964,7500000,7624959530,-
2025-09-09,5314,世紀*,117.5,1799468346,7000000,7308699726,-
2025-09-09,4977,眾達-KY,127.5,1128262869,4500000,4009715015,-
2025-09-09,3605,宏致,82.5,1039308327,4000000,1998401783,-
2025-09-09,8021,尖點,90.2,779215786,3000000,436482979,-
2025-09-09,3707,漢磊,57.7,559076856,2000000,1853086049,-
2025-09-10,8358,金居,255.5,9059074078,36000000,17399594488,-
2025-09-10,1815,富喬,67.1,6973715039,28000000,3112483463,-
2025-09-10,1504,東元,79.6,3284254784,13000000,13728799063,-
2025-09-10,5309,系統電,71.2,1877998815,7500000,5162771073,-
2025-09-10,8021,尖點,99.2,756973254,3000000,6307083562,-
2025-09-10,5498,凱崴,21.2,729361231,3000000,240531500,-
2025-09-10,5289,宜鼎,336.0,538831076,2000000,2341362276,-
2025-09-11,5371,中光電,131.0,6207573531,25000000,5970462746,-
2025-09-11,3715,定穎投控,102.5,4531276148,18000000,4926181951,-
2025-09-11,1504,東元,87.5,3933638191,16000000,7714987003,-
2025-09-11,2374,佳能,93.5,3135887271,13000000,6065229523,-
2025-09-11,2301,光寶科,154.5,2792161938,11000000,3198565328,-
2025-09-11,2328,,60.7,2753720955,11000000,4372891055,-
2025-09-11,6753,龍德造船,203.5,1489476437,6000000,1889408109,-
2025-09-11,8299,群聯,605.0,1352981455,5500000,6555701935,-
2025-09-11,4722,國精化,141.5,666198378,2500000,654222525,-
2025-09-11,3297,杭特,67.4,586403272,2500000,236804751,-
2025-09-11,3323,加百裕,51.3,574556112,2500000,1830878500,-
2025-09-11,2208,台船,28.2,557086368,2000000,1467104732,-
2025-09-12,3305,昇貿,144.0,4135945783,17000000,3462849176,-
2025-09-12,3323,加百裕,56.4,593186553,2500000,2834908997,-
2025-09-15,3707,漢磊,57.2,828442715,3500000,1703059292,-
2025-09-16,2408,南亞科,63.1,4359751411,17000000,15523049646,-
2025-09-16,3707,漢磊,62.9,897682662,3500000,3081373053,-
2025-09-17,8046,南電,196.5,4252002594,17000000,3410787352,-
2025-09-17,2374,佳能,107.0,3755075729,15000000,6790573965,-
2025-09-17,8021,尖點,91.9,1545593906,6000000,1877911781,-
2025-09-17,6488,環球晶,449.5,1028691639,4000000,8098862968,-
2025-09-17,6449,鈺邦,194.0,707981146,3000000,959625073,-
2025-09-17,4722,國精化,132.0,604327469,2500000,721520288,-
2025-09-17,6739,竹陞科技,729.0,554950937,2000000,975033426,-
2025-09-18,3707,漢磊,69.9,1390848487,5500000,3570622539,-
2025-09-18,6770,力積電,20.4,542393196,2000000,3267932783,-
2025-09-19,2344,華邦電,32.3,4963018085,20000000,14081142879,-
2025-09-19,3324,雙鴻,897.0,4098173577,16000000,15003439561,-
2025-09-19,6488,環球晶,490.5,2164524210,8500000,10616594813,-
2025-09-19,3535,晶彩科,83.0,1069447233,4500000,1431819362,-
2025-09-19,5469,瀚宇博,88.7,1017840742,4000000,2086745844,-
2025-09-19,6770,力積電,22.4,695543476,3000000,7110942517,-
2025-09-19,2337,旺宏,27.05,665074252,2500000,2981433724,-
2025-09-22,8046,南電,220.0,4518698677,18000000,9998913047,-
2025-09-22,3450,聯鈞,248.5,2591684146,10000000,6183209171,-
2025-09-22,5469,瀚宇博,97.5,1105051079,4500000,3331118773,-
2025-09-22,4991,環宇-KY,169.0,920028539,3500000,3787422260,-
2025-09-22,4722,國精化,152.0,582818801,2500000,1884369252,-
2025-09-22,3035,智原,168.5,509568059,2000000,3044761416,-
2025-09-23,5371,中光電,123.5,5765242508,23000000,4550039701,-
2025-09-23,2301,光寶科,185.5,5488835794,22000000,11859034478,-
2025-09-23,3260,威剛,152.5,1667488365,6500000,4094915708,-
2025-09-23,5469,瀚宇博,107.0,1257397633,5000000,3057307636,-
2025-09-23,6449,鈺邦,209.0,832405894,3500000,1968667197,-
2025-09-23,3006,晶豪科,80.5,698673362,3000000,1258789236,-
2025-09-23,4722,國精化,167.0,658036915,2500000,1771949834,-
2025-09-23,2231,為升,135.5,605806536,2500000,478667735,-
2025-09-23,2630,亞航,61.3,591658992,2500000,549133979,-
2025-09-24,1504,東元,94.0,5080268777,20000000,11529738022,-
2025-09-24,5314,世紀*,140.0,2043609073,8000000,1264445530,-
2025-09-24,6770,力積電,23.45,1527929289,6000000,5992042796,-
2025-09-24,5392,能率,50.0,766053681,3000000,1707054620,-
2025-09-24,6739,竹陞科技,859.0,617686529,2500000,1086409097,-
2025-09-25,2324,仁寶,34.5,909038166,3500000,4367624227,-
2025-09-25,3583,辛耘,426.5,663729320,2500000,5061101621,-
2025-09-25,3708,上緯投控,125.5,585525920,2500000,1314414514,-
2025-09-25,3016,嘉晶,61.3,526236023,2000000,706087398,-
2025-09-26,8021,尖點,98.6,2377759931,9500000,6341487284,-
2025-09-26,5392,能率,58.4,1025169917,4000000,3067728004,-
2025-09-26,1605,華新,26.2,717321935,3000000,1138688565,-
2025-10-01,3231,緯創,140.5,4840950850,19000000,15420914378,-
2025-10-01,8021,尖點,101.0,3114008316,12000000,4683350871,-
2025-10-01,6770,力積電,25.4,2500792982,10000000,3870641056,-
2025-10-01,3260,威剛,157.0,2302157768,9000000,3821973045,-
2025-10-01,4722,國精化,192.5,1339549657,5500000,1780764703,-
2025-10-01,3376,新日興,260.0,1113878444,4500000,3162226192,-
2025-10-02,1504,東元,104.5,8058539000,32000000,7678481475,-
2025-10-02,8021,尖點,111.0,3335297176,13000000,3607502998,-
2025-10-02,6770,力積電,27.9,2687503511,11000000,11027525704,-
2025-10-02,6739,竹陞科技,944.0,748318317,3000000,1066501994,-
2025-10-03,1504,東元,114.5,8366426330,33000000,18187181718,-
2025-10-03,8299,群聯,796.0,3608828942,14000000,10278334368,-
2025-10-03,8996,,395.0,1202111083,5000000,5114825624,-
2025-10-07,8046,南電,254.0,4667378396,19000000,11203281708,-
2025-10-07,3006,晶豪科,82.5,1176487624,4500000,4438232906,-
2025-10-07,6449,鈺邦,220.5,1028721969,4000000,1958364782,-
2025-10-08,8358,金居,256.5,15421206838,50000000,18443092861,-
2025-10-08,2344,華邦電,42.65,12538171535,50000000,11465121331,-
2025-10-08,1815,富喬,74.6,5321490047,21000000,8455501331,-
2025-10-08,6770,力積電,29.9,4191997189,17000000,10772212292,-
2025-10-08,1802,台玻,30.55,2459793375,10000000,4238836130,-
2025-10-08,6531,愛普*,398.0,1367358000,5500000,3549034231,-
2025-10-08,1605,華新,27.75,1273753441,5000000,4658297981,-
2025-10-08,4967,十銓,98.7,765886985,3000000,1512621350,-
2025-10-09,5289,宜鼎,368.5,1332914406,5500000,2275917968,-
2025-10-09,4967,十銓,108.5,827296615,3500000,3102859842,-
2025-10-13,5289,宜鼎,405.0,1359464009,5500000,3225010633,-
2025-10-13,3189,景碩,137.5,1233275871,5000000,4574520594,-
2025-10-13,2329,華泰,52.4,712823013,3000000,3427671662,-
2025-10-14,4967,十銓,125.0,1309492119,5000000,5692923557,-
2025-10-15,8996,,460.5,1935382403,7500000,1411565260,-
2025-10-15,2609,陽明,56.7,759011066,3000000,5244868535,-
2025-10-15,6282,康舒,36.1,501786255,2000000,1465905581,-
2025-10-16,8046,南電,281.5,7321095079,29000000,12796388304,-
2025-10-16,3324,雙鴻,996.0,7002175082,28000000,10464127663,-
2025-10-16,6139,亞翔,451.0,2264622312,9000000,5965293276,-
2025-10-16,8028,昇陽半導體,179.0,2210976360,9000000,2222598149,-
2025-10-16,3189,景碩,134.5,1987614582,8000000,4117754864,-
2025-10-16,8996,,506.0,1882313582,7500000,10052288375,-
2025-10-16,5536,聖暉*,880.0,1474310594,6000000,2342128654,-
2025-10-16,2481,強茂,84.8,1413275867,5500000,6331373065,-
2025-10-16,8271,宇瞻,102.5,968689445,4000000,2769304596,-
2025-10-16,3016,嘉晶,55.8,843667962,3500000,327850264,-
2025-10-16,6217,中探針,56.1,679945916,2500000,1339345020,-
2025-10-17,2344,華邦電,44.0,15812015065,50000000,19028495936,-
2025-10-17,2408,南亞科,94.9,12652080233,50000000,13102584977,-
2025-10-17,1605,華新,29.85,2977770958,12000000,4578305707,-
2025-10-17,3189,景碩,147.5,2170753885,8500000,13704030189,-
2025-10-17,5469,瀚宇博,100.0,1308572391,5000000,2055977731,-
2025-10-17,8271,宇瞻,112.5,1091634321,4500000,5875134058,-
2025-10-17,8110,華東,23.8,744628333,3000000,1301659814,-
2025-10-17,8088,品安,42.65,542508718,2000000,1168615153,-
2025-10-20,2408,南亞科,104.0,12531057000,50000000,26846236201,-
2025-10-20,2375,凱美,86.6,1161613705,4500000,2436424545,-
2025-10-20,6173,信昌電,54.2,632570746,2500000,583905191,-
2025-10-20,8088,品安,46.9,552740066,2000000,2644088540,-
2025-10-21,1504,東元,119.5,9222355748,37000000,8482240596,-
2025-10-21,8021,尖點,109.5,4471758443,18000000,1394459072,-
2025-10-21,2481,強茂,89.8,2179469367,8500000,2496689985,-
2025-10-21,2337,旺宏,29.4,2046226869,8000000,3419308987,-
2025-10-21,2492,華新科,113.5,1879648207,7500000,4314720882,-
2025-10-21,3163,波若威,231.0,1339072726,5500000,3362363781,-
2025-10-21,2375,凱美,95.2,1280899867,5000000,4935308879,-
2025-10-21,3081,聯亞,437.5,1021173899,4000000,2013962511,-
2025-10-21,8110,華東,25.35,831680215,3500000,1709117171,-
2025-10-21,6173,信昌電,59.6,661171879,2500000,2166751712,-
2025-10-22,4958,臻鼎-KY,165.0,2513437683,10000000,4085629117,-
2025-10-22,2481,強茂,98.7,2230170214,9000000,5957280793,-
2025-10-22,1795,美時,306.5,1515850349,6000000,4350943784,-
2025-10-22,3305,昇貿,107.0,1310698288,5000000,1538509670,-
2025-10-22,5392,能率,51.4,1151734089,4500000,1072623422,-
2025-10-22,3016,嘉晶,61.0,741657470,3000000,805672148,-
2025-10-22,3532,台勝科,112.0,711753284,3000000,1182634796,-
2025-10-22,6182,合晶,35.8,597213796,2500000,1540577026,-
2025-10-23,4931,新盛力,137.5,1150284446,4500000,1230123030,-
2025-10-23,6282,康舒,42.9,993963727,4000000,4568669934,-
2025-10-23,2312,金寶,23.8,639377570,2500000,2788740696,-
2025-10-27,8054,,140.5,930562861,3500000,3025689257,-
2025-10-28,2327,國巨*,248.5,11004981246,44000000,28484589171,-
2025-10-28,2408,南亞科,120.0,10932790153,44000000,3354849480,-
2025-10-28,6770,力積電,31.5,7377439142,30000000,10843383105,-
2025-10-28,3260,威剛,205.0,4105910854,16000000,5340016947,-
2025-10-28,8299,群聯,968.0,4019916203,16000000,1189916904,-
2025-10-28,6442,光聖,873.0,3303656885,13000000,5209165597,-
2025-10-28,2492,華新科,135.0,2842380007,11000000,5074870007,-
2025-10-28,2337,旺宏,33.15,2005970625,8000000,4050045803,-
2025-10-28,6290,良維,163.0,1878571427,7500000,2285121040,-
2025-10-28,3006,晶豪科,91.9,1799387452,7000000,4282733721,-
2025-10-28,8112,至上,69.8,1159695336,4500000,4421031771,-
2025-10-28,2316,楠梓電,108.5,604756286,2500000,1692856337,-
2025-10-29,8210,勤誠,904.0,2076867994,8500000,3900682590,-
2025-10-29,4979,華星光,209.0,2073271129,8500000,4855347462,-
2025-10-29,2337,旺宏,36.45,2054810894,8000000,7102770284,-
2025-10-29,6290,良維,179.0,1950199363,8000000,5495734905,-
2025-10-29,6239,力成,176.5,1160083365,4500000,4566923153,-
2025-10-29,4991,環宇-KY,162.5,898411870,3500000,2675532479,-
